sentID.BTEC	splits_shared_task	dialect	raw	CODA
13767	corpus-6-dev	TUN	نجم نسجل هوني في خطوط طيران يونايتد؟	ننجم نسجل هوني في خطوط طيران يونايتد؟
13768	corpus-6-dev	TUN	لازمنا نلبسو كبوت و كرفات لجولة ليلة؟	لازمنا نلبسو كبوت وكرفات لجولة الليلة؟
13772	corpus-6-dev	TUN	تنجم تنحي اتيكيت سوم، يعيشك؟	تنجم تنحي التكت السوم، يعيشك؟
13781	corpus-6-dev	TUN	زعمة قداش تتصور تتكلف من هوني لل مطار؟	زعمة قداش تتصور تتكلف من هوني للمطار؟
13801	corpus-6-dev	TUN	وين تصنع؟	وين تصنع؟
13823	corpus-6-dev	TUN	ماكش صيني، هكا؟	ماكش صيني، هكا؟
13851	corpus-6-dev	TUN	نجم نعرف اسمك؟	ننجم نعرف اسمك؟
13869	corpus-6-dev	TUN	يعيشك وريني تصويرة بطاقة تعريفك.	يعيشك وريني تصويرة بطاقة تعريفك.
13880	corpus-6-dev	TUN	تلميذ واحد، يعيشك.	تلميذ واحد، يعيشك.
13893	corpus-6-dev	TUN	وين نجم نعوم؟	وين ننجم نعوم؟
13898	corpus-6-dev	TUN	كونك تراقب المخزون مهم برشة ل شريكة.	كونك تراقب المخزون مهم برشا للشريكة.
13947	corpus-6-dev	TUN	سمعت لاخبار؟	سمعت الاخبار؟
13971	corpus-6-dev	TUN	تنجم توصلي دبشي لي تاكسي؟	تنجم توصل لي دبشي للتاكسي؟
14029	corpus-6-dev	TUN	شامبو، يعيشك.	شامبو، يعيشك.
14053	corpus-6-dev	TUN	فطور حاضر.	فطور حاضر.
14068	corpus-6-dev	TUN	عندك حاجات خفيفة نهزها مع الشرب؟	عندك حاجات خفيفة نهزها مع الشرب؟
14076	corpus-6-dev	TUN	نجم نحكي كان شوية انجليز.	ننجم نحكي كان شوية انجليز.
14078	corpus-6-dev	TUN	ل بحر هايج ليلة؟	البحر هايج الليلة؟
14079	corpus-6-dev	TUN	تقريب نص ساعة.	تقريب نص ساعة.
14105	corpus-6-dev	TUN	قاعدة نفركس على هدية ل طفل صغير.	قاعدة نفركس على هدية لطفل صغير.
14116	corpus-6-dev	TUN	هذا نوع إلي لزمنا نجيبوه.	هذا النوع اللي لزمنا نجيبوه.
14119	corpus-6-dev	TUN	كرهبتي ما تمشيش. نحب كرهبة تجرلي كرهبتي.	كرهبتي ما تمشيش. نحب كرهبة تجر لي كرهبتي.
14123	corpus-6-dev	TUN	نحب تصويرة كتاب، يعيشك.	نحب تصويرة كتاب، يعيشك.
14217	corpus-6-dev	TUN	يعيشك استعمله ك صندرية.	يعيشك استعمله كصندرية.
14228	corpus-6-dev	TUN	بش تحظر في المدرسة؟	باش تحضر في المدرسة؟
14244	corpus-6-dev	TUN	دور على ليمين في زقاق اثاني توا تلقى وحدة.	دور على اليمين في الزقاق الثاني توا تلقى واحدة.
14282	corpus-6-dev	TUN	امشي على ليمين بعد متخرج من باب الدار.	امشي على اليمين بعد ما تخرج من باب الدار.
14350	corpus-6-dev	TUN	موش مشكل. عنا برشة وقت.	موش مشكل. عنا برشا وقت.
14361	corpus-6-dev	TUN	أماه ال معروف أكثر؟	اماهو المعروف اكثر؟
14387	corpus-6-dev	TUN	صار بين شايرينغ جروس و غرين بارك.	صار بين شايرينغ جروس وغرين بارك.
14430	corpus-6-dev	TUN	شوية غلة، يعيشك.	شوية غلة، يعيشك.
14472	corpus-6-dev	TUN	تلعب رياضة؟	تلعب رياضة؟
14482	corpus-6-dev	TUN	نجمو نمشيو على سقينا؟ ولا بعيدة برشة بل مشيي؟	ننجموا نمشيوا على ساقينا؟ ولا بعيدة برشا بالمشيي؟
14517	corpus-6-dev	TUN	عندي حفلة ليلة. لذا، اعملي شعري، يعيشك.	عندي حفلة الليلة. لذا، اعمل لي شعري، يعيشك.
14521	corpus-6-dev	TUN	كيفاش تنطق إسم لبلاصة هذي؟	كيفاش تنطق اسم البلاصة هاذي؟
14525	corpus-6-dev	TUN	قداش ميزانية الإشهار متاعك؟	قداش ميزانية الاشهار متاعك؟
14551	corpus-6-dev	TUN	نحب على بلاصة وين نجم ناكل في كوجينة محلية.	نحب على بلاصة وين ننجم ناكل في كوجينة محلية.
14561	corpus-6-dev	TUN	نحب نرحل في أقرب وقت. فما طيارة بكري؟	نحب نرحل في اقرب وقت. فما طيارة بكري؟
14562	corpus-6-dev	TUN	يعيشك على نصايح لكل. ياسر محلاك.	يعيشك على النصايح الكل. ياسر ما احلاك.
14570	corpus-6-dev	TUN	نحب على تولى قريبة لشباك.	نحب على طاولة قريبة للشباك.
14616	corpus-6-dev	TUN	نحب نرجع للوتيل بش نلوج على مصورتي.	نحب نرجع للوتيل باش نلوج على مصورتي.
14623	corpus-6-dev	TUN	نحب نعمل مكالمة محطة ل-محطة في طوكيو، يعيشك.	نحب نعمل مكالمة محطة ل محطة في طوكيو، يعيشك.
14648	corpus-6-dev	TUN	أماهو جنجفرو؟	اماهو جنجفرو؟
14650	corpus-6-dev	TUN	تنجم تحضروا في نص ساعة؟	تنجم تحضره في نص ساعة؟
14674	corpus-6-dev	TUN	إي، جبت عروسة لعبة يابانية لصاحبي.	اي، جبت عروسة لعبة يابانية لصاحبي.
14707	corpus-6-dev	TUN	أعاصير. تسببت برشة في ضرب اليابان.	اعاصير. تسببت برشا في ضرب اليابان.
14717	corpus-6-dev	TUN	نحب نسخة من لي رايدرز الف تسعة مية وأربعة و أربعين موديل مية وواحد.	نحب نسخة من لي رايدرز الف وتسعمية واربعة واربعين موديل مية وواحد.
14731	corpus-6-dev	TUN	أي، أما يعيشك متخليهمش يمشيو في نهاية عميقة ولا حتى فل جاكوزي.	اي، اما يعيشك ما تخليهمش يمشيوا في نهاية عميقة ولا حتى فالجاكوزي.
14747	corpus-6-dev	TUN	فنا وقت تحل؟	فنا وقت تحل؟
14749	corpus-6-dev	TUN	فما واحد ورى الهول.	فما واحد ورا الهول.
14775	corpus-6-dev	TUN	انا سجيتا فيل بيت تلثين عشرين. مازلت كيف شفتها، أما متصورتهاش صغيرة. نجم نبدل لبيوت؟	انا سوغيتا في البيت ثلاثين عشرين. ما زلت كيف شفتها، اما ما تصورتهاش صغيرة. ننجم نبدل البيوت؟
14860	corpus-6-dev	TUN	قداش كبرو؟	قداش كبره؟
14897	corpus-6-dev	TUN	قداش بش تبقى في نيو يورك؟	قداش باش تبقى في نيو يورك؟
14921	corpus-6-dev	TUN	صورلي خريطة، يعيشك.	صور لي خريطة، يعيشك.
14958	corpus-6-dev	TUN	عندي القبض خمسة أيام.	عندي القبض خمسة ايام.
14964	corpus-6-dev	TUN	تسلفني حبل لعبة؟	تسلفني حبل لعبة؟
14975	corpus-6-dev	TUN	تبعثهملي بل مايل؟	تبعثهم لي بالميل؟
14984	corpus-6-dev	TUN	نجم ناخو شوية خرذل؟	ننجم ناخو شوية خرذل؟
14987	corpus-6-dev	TUN	انا وقت نسافر البرا ندخل بعثي، و نولي نصرف فالفلوس ايمين و ايسار.	انى وقت نسافر البرا ندخل بعثي، ونولي نصرف فالفلوس يمين ويسار.
15005	corpus-6-dev	TUN	تنجم تعطيني زوز اتذكر لميسربله السبعة جوان؟	تنجم تعطيني زوز تساكر ليميسيرابل السبعة جوان؟
15011	corpus-6-dev	TUN	نحب حافظا متع ماكلة.	نحب حافظة متاع ماكلة.
15014	corpus-6-dev	TUN	باهي برشة، شكرا، وانتي؟	باهي برشا، شكرا، وانتي؟
15043	corpus-6-dev	TUN	فما فرجيدار مليانة بالقازوز في إخر الكميون.	فما فريجيدار مليانة بالقازوز في اخر الكميون.
15058	corpus-6-dev	TUN	بالحق؟ مفيباليش.	بالحق؟ ما في باليش.
15063	corpus-6-dev	TUN	شنوة نوع دمك؟	شنوا نوع دمك؟
15075	corpus-6-dev	TUN	ياخي شارع هدسون في المحطة ثالثة؟	ياخي شارع هدسون في المحطة الثالثة؟
15081	corpus-6-dev	TUN	خوذلنة تصويرا، يعيشك .	خوذ لنا تصويرة، يعيشك.
15101	corpus-6-dev	TUN	مزلت متفكر نومرو إشيكات متاعك؟	ما زلت متفكر نومرو الشيكات متاعك؟
15148	corpus-6-dev	TUN	وقتاش و وين نجم نخوه؟	وقتاش ووين ننجم ناخوه؟
15169	corpus-6-dev	TUN	يعيشكم ريقلو كراسيكم على لوضع اليميني الأفقي .	يعيشكم ريقلوا كراسيكم على الوضع اليميني الافقي.
15173	corpus-6-dev	TUN	سامحني خاطر قلقتك. نجم ناخو القلم لحمر؟	سامحني خاطر قلقتك. ننجم ناخو القلم الاحمر؟
15196	corpus-6-dev	TUN	تنجم تجيب تاكسي؟	تنجم تجيب تاكسي؟
15239	corpus-6-dev	TUN	توا نرجع.	توا نرجع.
15258	corpus-6-dev	TUN	باش ندفع بالضمان متاعي.	باش ندفع بالضمان متاعي.
15300	corpus-6-dev	TUN	عينيي متقرحين.	عينيي متقرحين.
15308	corpus-6-dev	TUN	شكرا كيما هيا أما لزمني نمشي.	شكرا كيما هي اما لزمني نمشي.
15336	corpus-6-dev	TUN	نتصور إلي فما غلطة فل فاتورة. تنجم تثبت، يعيشك؟	نتصور اللي فما غلطة فالفاتورة. تنجم تثبت، يعيشك؟
15349	corpus-6-dev	TUN	شنية نوعية ال برفان إلي تحبها؟	شنيا نوعية البرفان اللي تحبها؟
15353	corpus-6-dev	TUN	نحب نهبط في شارع. بول.	نحب نهبط في شارع  بول.
15360	corpus-6-dev	TUN	معرفتش أماهو إلي نحطو.	ما عرفتش اماهو اللي نحطه.
15363	corpus-6-dev	TUN	إنت هوني. هذا أشهر واحد.	انت هوني. هذا اشهر واحد.
15386	corpus-6-dev	TUN	عيشك حت حزام ال أمان ال خاص بيك و ثبت فالعلامة إلي فيها متتكيفش حتى لين معتش تشعيل.	يعيشك حط حزام الامان الخاص بيك وثبت فالعلامة اللي فيها ما تتكيفش حتى لين ما عتش تشعل.
15421	corpus-6-dev	TUN	عندي وجيعة ضربان في كرشي.	عندي وجيعة ضربان في كرشي.
15427	corpus-6-dev	TUN	عظمة مقلية و جهة اطيبة منفوق، عيشك.	عظمة مقلية وجها الطايب من فوق، يعيشك.
15434	corpus-6-dev	TUN	حتى واحد منسميه يسكن هوني.	حتى واحد مانسميه يسكن هوني.
15460	corpus-6-dev	TUN	انجم نخو إتسكر ال زوز اصغار ال عرض كاتس؟	ننجم ناخو تساكر لزوز صغار لعرض كاتس؟
15474	corpus-6-dev	TUN	ال قطة ازرك هي فرقة ربعيا قديمة.	القطة الازرق هي فرقة ربعية قديمة.
15488	corpus-6-dev	TUN	ياخي ال مجوهرات منخلسوش عليهم ضريبة؟	ياخي المجوهرات ما نخلصوش عليهم ضريبة؟
15527	corpus-6-dev	TUN	بلاصة موش محجوزة، عيشك.	بلاصة موش محجوزة، يعيشك.
15538	corpus-6-dev	TUN	حديقة إل حيونات إمسكرة؟	حديقة الحيونات مسكرة؟
15550	corpus-6-dev	TUN	انحب نحجز قمرة في تراين.	نحب نحجز قمرة في تراين.
15594	corpus-6-dev	TUN	انحب نحجز في الخطوط الجوية اليابانية في عشرين مارس.	نحب نحجز في الخطوط الجوية اليابانية في عشرين مارس.
15630	corpus-6-dev	TUN	اترين يخرج من كنغعس كروس.	اترين يخرج من كنغعس كروس.
15658	corpus-6-dev	TUN	عندكش حاجة تتاكل؟	عندكش حاجة تتاكل؟
15678	corpus-6-dev	TUN	انحب إتفاح، لكن إليوم انحب العنب.	نحب التفاح، لكن اليوم نحب العنب.
15729	corpus-6-dev	TUN	أي. اه، انجم إنخلص بالكارتة.	اي. آه، ننجم نخلص بالكارتة.
15767	corpus-6-dev	TUN	إشنوة انواع امتع جلد إلي مسنوع منو اسك؟	شنوا انواع امتع جلد اللي مصنوع منه الساك؟
15795	corpus-6-dev	TUN	عندك ترنفسات؟	عندك ترنفسات؟
15807	corpus-6-dev	TUN	شوية ديسار؟	شوية ديسار؟
15873	corpus-6-dev	TUN	نحب فاتورة وحدة ب خمسين دولار و خمسة فاتورة ب عشرة دولارات، يعيشك.	نحب فاتورة واحدة بخمسين دولار وخمسة فاتورة بعشرة دولارات، يعيشك.
15907	corpus-6-dev	TUN	نفركس على مريول متع بنية عمرها عشرة سنين؟	نفركس على مريول متاع بنية عمرها عشرة سنين؟
15916	corpus-6-dev	TUN	علق لحظة، يعيشك.	علق لحظة، يعيشك.
15933	corpus-6-dev	TUN	قداش سوم كار ال بوسطن؟	قداش سوم كار لبوسطن؟
15949	corpus-6-dev	TUN	بش تنصحني بش نشوف أكثر من أي حاجة أخرى في كيوتو؟	باش تنصحني باش نشوف اكثر من اي حاجة اخرى في كيوتو؟
15951	corpus-6-dev	TUN	فين تخدم؟	فين تخدم؟
15978	corpus-6-dev	TUN	عنيف؟	عنيف؟
15990	corpus-6-dev	TUN	مرسي. برسمي نقدر تفكيرك.	مرسي. بالرسمي نقدر تفكيرك.
16037	corpus-6-dev	TUN	عندك طوابع؟	عندك طوابع؟
16041	corpus-6-dev	TUN	وقتاش أول واحد؟	وقتاش اول واحد؟
16100	corpus-6-dev	TUN	قيد كل شي، يعيشك.	قيد كل شي، يعيشك.
16101	corpus-6-dev	TUN	اعطينا طاولة باهية قريبة لل منصة، يعيشك.	اعطينا طاولة باهية قريبة للمنصة، يعيشك.
16107	corpus-6-dev	TUN	كان بش تمشي تتكيف، امشي ال بالكون أربعين ل خمسين.	كان باش تمشي تتكيف، امشي لبالكون اربعين لخمسين.
16122	corpus-6-dev	TUN	في طابق خامس.	في الطابق الخامس.
16123	corpus-6-dev	TUN	وين لازمني نقيدو؟	وين لازمني نقيده؟
16144	corpus-6-dev	TUN	نحب نمشي ل أقرب محطة كار.	نحب نمشي لاقرب محطة كار.
16171	corpus-6-dev	TUN	نحب نبدل لفول متاعي لنهار تسعة أكتوبر.	نحب نبدل الفول متاعي لنهار تسعة اكتوبر.
16186	corpus-6-dev	TUN	أما طبق؟	امى طابق؟
16203	corpus-6-dev	TUN	تنجم توريني حاجة تثبت هويتك؟	تنجم توريني حاجة تثبت هويتك؟
16204	corpus-6-dev	TUN	فصيلة دمي هي ايه.	فصيلة دمي هي ايه.
16228	corpus-6-dev	TUN	أون شاك فياج، باهي؟	اون شاك فياج، باهي؟
16245	corpus-6-dev	TUN	بطبيعة. عندي نسوق فل بلاصة هذي أكثر من عشرة سنة.	بالطبيعة. عندي نسوق فالبلاصة هاذي اكثر من عشرة سنة.
16253	corpus-6-dev	TUN	مفتاحي يعيشك. بيت تلاثة أربعين واحد.	مفتاحي يعيشك. بيت ثلاثة اربعين واحد.
16262	corpus-6-dev	TUN	يعيشك بدل ل فلوس ل دولار.	يعيشك بدل الفلوس لدولار.
16263	corpus-6-dev	TUN	خذيت ماء و جلاس.	خذيت ماء وغلاس.
16297	corpus-6-dev	TUN	لازمك تاخو شوية دوا معدة.	لازمك تاخو شوية دوا معدة.
16325	corpus-6-dev	TUN	منين ناخو ليموزين ل وتيل هيلتون؟	منين ناخو ليموزين لوتيل هيلتون؟
16330	corpus-6-dev	TUN	تنجم تبعثلي لحاجات لخليتهم غادي؟	تنجم تبعث لي الحاجات اللي خليتهم غادي؟
16357	corpus-6-dev	TUN	فما كار تهز من هوليداي اين؟	فما كار تهز من هوليداي اين؟
16367	corpus-6-dev	TUN	يعيشك. نجمت تعمل سلاطة؟	يعيشك. نجمت تعمل سلاطة؟
16392	corpus-6-dev	TUN	زوز تساكر لل ليلة، يعيشك.	زوز تساكر لليلة، يعيشك.
16440	corpus-6-dev	TUN	نحب دوا ال حرقان جلدة.	نحب دوا لحرقان الجلدة.
16442	corpus-6-dev	TUN	نحب نرزرفي ل سبعة.	نحب نرزرفي للسبعة.
16459	corpus-6-dev	TUN	صاحبي طاح من حدرة.	صاحبي طاح من حدرة.
16461	corpus-6-dev	TUN	قداش سوم تليفون لل يابان؟	قداش سوم تليفون لليابان؟
16475	corpus-6-dev	TUN	نحب نسيرج صبابتي.	نحب نسيرج صبابتي.
16485	corpus-6-dev	TUN	ضيعت ساك يدي ندرا فين.	ضيعت ساك يدي ندري فين.
16544	corpus-6-dev	TUN	تبيع كرتوشة ل ستيلو حبار؟	تبيع كرتوشة لستيلو حبار؟
16563	corpus-6-dev	TUN	خذينا ميترو، أما م لول لازم جوتونات.	خذينا ميترو، اما مالاول لازم جوتونات.
16584	corpus-6-dev	TUN	وين لبقعة هذي؟	وين البقعة هاذي؟
16595	corpus-6-dev	TUN	مالا، امشي مع كلوار لخضر.	مالا، امشي مع الكلوار الاخضر.
16610	corpus-6-dev	TUN	نجم ناخو طلباتك، سيدي؟	ننجم ناخو طلباتك، سيدي؟
16624	corpus-6-dev	TUN	تعرفشي وقتاش يتعمل؟	تعرفشي وقتاش يتعمل؟
16632	corpus-6-dev	TUN	وين تعمل فل أصل، وقداش عندو اكاكا؟	وين تعمل فالاصل، وقداش عنده هكاكا؟
16663	corpus-6-dev	TUN	تنجم ثبتوا فل وتيل ل كبير، يعيشك.	تنجم تثبته فالوتيل الكبير، يعيشك.
16687	corpus-6-dev	TUN	عبي الكرهبة وقت تجي ترجعها.	عبي الكرهبة وقت تجي ترجعها.
16692	corpus-6-dev	TUN	نحب نعمل عشا بأربعين دولار للعبد الواحد.	نحب نعمل عشا باربعين دولار للعبد الواحد.
16714	corpus-6-dev	TUN	احنا نستعملو لعواد متع الماكلة بش ناكلو.	احنا نستعملوا العواد متاع الماكلة باش ناكلوا.
16740	corpus-6-dev	TUN	قالو إلي احنا هنا على خاطر اثلج.	قالوا اللي احنا هنا على خاطر الثلج.
16763	corpus-6-dev	TUN	يعيشك تفكدلي كرهبتي.	يعيشك تفقد لي كرهبتي.
16768	corpus-6-dev	TUN	تعرفش مطاعم احلو في الليل؟	تعرفش مطاعم يحلوا في الليل؟
16802	corpus-6-dev	TUN	يعيشك قللها تكلمني وقت إلي تدخل.	يعيشك قول لها تكلمني وقت اللي تدخل.
16806	corpus-6-dev	TUN	وقتاش نخلطو لشستر؟	وقتاش نخلطوا لشستر؟
16830	corpus-6-dev	TUN	تعديت المحطة متاعي.	تعديت المحطة متاعي.
16858	corpus-6-dev	TUN	الحانوت الشامل هاذا عندو أحسن سلعة فالبلاد. أنا متأكد إلي باش تلقى عندو الزربية إلي حاجتك بها .	الحانوت الشامل هاذا عنده احسن سلعة فالبلاد. انا متأكد اللي باش تلقى عنده الزربية اللي حاجتك بها.
16859	corpus-6-dev	TUN	نحبها لبلاصة هاذي عندي برشى نحب نجي نشوفها.	نحبها البلاصة هاذي عندي برشا نحب نجي نشوفها.
16863	corpus-6-dev	TUN	نحب على كرسي على الحاشية و قريب من خروج النجدة.	نحب على كرسي على الحاشية وقريب من خروج النجدة.
16866	corpus-6-dev	TUN	باهي، شنية تحب تصرف؟	باهي، شنيا تحب تصرف؟
16870	corpus-6-dev	TUN	ماكلتنا مازلت ما جاتش.	ماكلتنا ما زلت ما جاتش.
16886	corpus-6-dev	TUN	برشة صغار يقراو في تحضيري باش يدخلوا ل مدارس و جوامع باهية.	برشا صغار يقراوا في تحضيري باش يدخلوا لمدارس وجوامع باهية.
16915	corpus-6-dev	TUN	بطبيعة تنجم. حلو يعيشك.	بالطبيعة تنجم. حلو يعيشك.
16945	corpus-6-dev	TUN	نحب نمشي نعوم.	نحب نمشي نعوم.
16949	corpus-6-dev	TUN	هذا شارع كينغ.	هذا شارع كينغ.
16950	corpus-6-dev	TUN	برا لل كرواسمنت اجاي.	برا للكرواسمنت الجاي.
16954	corpus-6-dev	TUN	هاذاك مغزى باهي متاع لبست نسا؟	هاذاك مغازة باهي متاع لبسة نسا؟
17002	corpus-6-dev	TUN	نجم نبدل ل بلاصت شباك؟	ننجم نبدل لبلاصة شباك؟
17013	corpus-6-dev	TUN	منستهلش شرف ال كافي.	ما نستاهلش شرف الكافي.
17026	corpus-6-dev	TUN	يعيشك إلي ستنيت. معاك أوهنو.	يعيشك اللي استنيت. معاك اوهنو.
17036	corpus-6-dev	TUN	باهي. لحظة برك. باش نبعث شكون للبيت.	باهي. لحظة برك. باش نبعث شكون للبيت.
17042	corpus-6-dev	TUN	فما بلايص لل مازلوا كيف بداو؟	فما بلايص للي مازلوا كيف بداوا؟
17054	corpus-6-dev	TUN	مسموحلي باش نخدهم معايا لبرا مل بلاد؟	مسموح لي باش ناخذهم معاي لبرا مالبلاد؟
17078	corpus-6-dev	TUN	تنجم تنعتني على طريق ل يهز ل محطة مترو؟	تنجم تنعتني على الطريق اللي يهز لمحطة المترو؟
17101	corpus-6-dev	TUN	نحب راديون.	نحب راديون.
17107	corpus-6-dev	TUN	"تساكر ""س"" كلها تباعت."	"تساكر ""س"" كلها تباعت."
17113	corpus-6-dev	TUN	نحب نبقى في أوركسترا، يعيشك.	نحب نبقى في اوركسترا، يعيشك.
17153	corpus-6-dev	TUN	إي، نتصور إلي باش نبدا ب شربة حلزون صدفي.	اي، نتصور اللي باش نبدا بشربة حلزون صدفي.
17169	corpus-6-dev	TUN	عندك حساسية؟	عندك حساسية؟
17196	corpus-6-dev	TUN	ليوم تلاث.	اليوم ثلاث.
17224	corpus-6-dev	TUN	ما استعملتش سرفيس الغسيل متاعك.	ما استعملتش سرفيس الغسيل متاعك.
17242	corpus-6-dev	TUN	طول.	طول.
17253	corpus-6-dev	TUN	نحب نحكي معك أكثر.	نحب نحكي معك اكثر.
17273	corpus-6-dev	TUN	وقتاش تبدا الأوبرا؟	وقتاش تبدا الاوبرا؟
17287	corpus-6-dev	TUN	تنجم تحجزلي بلاصة؟	تنجم تحجز لي بلاصة؟
17304	corpus-6-dev	TUN	وين بلاصتي؟	وين بلاصتي؟
17309	corpus-6-dev	TUN	إي، سيدي. هاو هوني.	اي، سيدي. هاو هوني.
17325	corpus-6-dev	TUN	أعمال باهية ال يوم، موش هكا؟	اعمال باهية اليوم، موش هكا؟
17395	corpus-6-dev	TUN	عنا حق إنصورو البنيا هذي؟	عنا حق نصوروا البنيا هاذي؟
17432	corpus-6-dev	TUN	ياخي راديو إلي يتهز هذا هدية؟	ياخي راديو اللي يتهز هذا هدية؟
17433	corpus-6-dev	TUN	في ضرف جمعة بش نرجع لليابان.	في ضرف جمعة باش نرجع لليابان.
17443	corpus-6-dev	TUN	تتباع حاجات فسفرا بطيارة إلي منخلسش أعليهم ضرايب؟	تتباع حاجات فالسفرة بالطيارة اللي ما نخلصش عليهم ضرايب؟
17458	corpus-6-dev	TUN	وين أقرب بوسطة؟	وين اقرب بوسطة؟
17459	corpus-6-dev	TUN	سامحني، ياخي إنت مسيو سميث علق؛ على مانذون؟	سامحني، ياخي انت مسيو سميث علق؛ على ما نظن؟
17491	corpus-6-dev	TUN	أربع عشرينات؟ و عشرة وحدة ول باقي فاتورة اب دولار.	اربع عشرينات؟ وعشرة واحدة والباقي فاتورة اب دولار.
17493	corpus-6-dev	TUN	عندي سبعة ميات دولار في شيكات سياحية، و إتلثا ميا كاش .	عندي سبعميات دولار في شيكات سياحية، وثلاثمية كاش.
17505	corpus-6-dev	TUN	انحب نأكد على سفرة رجوعي من طوكيو لربعة اجايا. .	نحب نأكد على سفرة رجوعي من طوكيو الاربعا الجاية. 
17533	corpus-6-dev	TUN	وقتش أخر كار تمشي؟	وقتاش آخر كار تمشي؟
17544	corpus-6-dev	TUN	إشنية بش تخو؟	شنيا باش تاخو؟
17560	corpus-6-dev	TUN	نظفه، يا عيشك .	نظفه، ييعيشك.
17602	corpus-6-dev	TUN	عندك إتنبر؟	عندك تنابر؟
17607	corpus-6-dev	TUN	وين ال معرض؟	وين المعرض؟
17692	corpus-6-dev	TUN	قداش يبعد أقرب كيوسك؟	قداش يبعد اقرب كيوسك؟
17699	corpus-6-dev	TUN	بلهي أبعثلي إجواب بل بريد ال جوي. عيشك.	بالله ابعث لي الجواب بالبريد الجوي. يعيشك.
17700	corpus-6-dev	TUN	انحب إنكد على رحلتي.	نحب نناكد على رحلتي.
17707	corpus-6-dev	TUN	قداش سومه هذا؟	قداش سومه هذا؟
17712	corpus-6-dev	TUN	عسلامة. اجا أعمل نضر.	عسلامة. ايجا اعمل نضرة.
17749	corpus-6-dev	TUN	إتنجم إتجي إتهزني امنين نسكن إمعا إسبعا؟	تنجم تجي تهزني منين نسكن مع السبعة؟
17806	corpus-6-dev	TUN	حاجة موش ضرورية وقت إلي متتجوزش لحد أقصى من اعفى منا ضرائب، لكن ننصحك تيعلن علها بش تتعدى بطريقة سلسة.	حاجة موش ضرورية وقت اللي متتجوزش الحد الاقصى من الاعفا من الضرايب، لكن ننصحك تعلن عليها باش تتعدى بطريقة سلسة.
17833	corpus-6-dev	TUN	إينعم سيدي، قادش فما في حفلة متاعك و وقتاش تحب؟	اي نعم سيدي، قداش فما في الحفلة متاعك ووقتاش تحب؟
17856	corpus-6-dev	TUN	قداش اسرعا متع طيران متاعنا؟	قداش السرعة متاع الطيران متاعنا؟
17873	corpus-6-dev	TUN	خوذ ثلاثة حرابش فرد وقت.	خوذ ثلاثة حرابش فرد وقت.
17879	corpus-6-dev	TUN	دايخ.	دايخ.
17895	corpus-6-dev	TUN	دبوزة شامبو لشعر ادهني، يعيشك.	دبوزة شامبو للشعر الدهني، يعيشك.
17896	corpus-6-dev	TUN	لمدة جمعتين.	لمدة جمعتين.
17900	corpus-6-dev	TUN	وين الخزانات متع العملة؟	وين الخزانات متاع العملة؟
17908	corpus-6-dev	TUN	عندي تسعة ميات دولار.	عندي تسعميات دولار.
18009	corpus-6-dev	TUN	أسف. رصيت على نومرو الغالط.	آسف. رصيت على نومرو الغالط.
18038	corpus-6-dev	TUN	ميسالش تعطيني شوية دوايات؟	ميسالش تعطيني شوية دوايات؟
18084	corpus-6-dev	TUN	مفمش حاجة نحبها، أسف، منحب حتى شي.	مفماش حاجة نحبها، آسف، ما نحب حتى شي.
18125	corpus-6-dev	TUN	تحس فما شوية أمل فالعلاقة هذي؟	تحس فما شوية امل فالعلاقة هاذي؟
18150	corpus-6-dev	TUN	عندك من بالأنجليز؟	عندك منو بالانجليز؟
18156	corpus-6-dev	TUN	لازمك تاخو كار نومرو سبعة.	لازمك تاخو كار نومرو سبعة.
18172	corpus-6-dev	TUN	شنية المؤهلات إلي يحتاجها لعبد للخدمة هذي؟	شنيا المؤهلات اللي يحتاجها العبد للخدمة هاذي؟
18176	corpus-6-dev	TUN	نحب نطلب مسافة طويلة لليابان.	نحب نطلب مسافة طويلة لليابان.
18191	corpus-6-dev	TUN	لا. شارع واحد في طريق هذاك.	لا. شارع واحد في الطريق هاذاك.
18204	corpus-6-dev	TUN	عندي روماتيزم.	عندي روماتيزم.
18225	corpus-6-dev	TUN	اش صار؟ منجمتش نشوف.	اش صار؟ ما نجمتش نشوف.
18261	corpus-6-dev	TUN	ل بيوت إلي بحذا بعضهم، يعيشك.	البيوت اللي بحذا بعضهم، يعيشك.
18285	corpus-6-dev	TUN	أسف، أما بقاو عنا كان بلايص متركنين لتالي.	آسف، اما بقاوا عنا كان بلايص متركنين التالي.
18305	corpus-6-dev	TUN	نجم ناخو تسكرة ل بلاصة في طابق لول؟	ننجم ناخو تسكرة لبلاصة في الطابق الاول؟
18331	corpus-6-dev	TUN	انا هو خط الكيران إلي ياقف في هوب ستريت؟	انىهو خط الكيران اللي ياقف في هوب ستريت؟
18332	corpus-6-dev	TUN	باهي، عنا الجاز متع يافز سانت لورنت.	باهي، عنا الجاز متاع يافز سانت لورنت.
18335	corpus-6-dev	TUN	أعطيني حلقوم.	اعطيني حلقوم.
18363	corpus-6-dev	TUN	إنتي سي ابرت، زعمة؟	انتي سي ابرت، زعمة؟
18389	corpus-6-dev	TUN	تنجمش توريني كرسيا، يعيشك؟	تنجمش توريني كرسي، يعيشك؟
